pearson_ic_mean,rank_ic_mean,spread_mean,spread_sharpe,top_return_mean,signal_coverage_mean,days,train_rows,test_rows,model,feature_set,scheme
0.4571800789681464,0.3877862595419847,0.016429041829737857,9.287558433819665,0.01116810253149024,0.11259541984732824,262,1088.0,1048.0,ridge,price,static
0.4472969634804676,0.3976284584980237,0.017068213062131337,9.285562624464431,0.011392048733747915,0.116600790513834,253,,,ridge,price,rolling
0.44577705553585567,0.3687022900763359,0.016001112370737758,9.027275092445471,0.010988459061114163,0.11259541984732824,262,1088.0,1048.0,ridge,price_event,static
0.40380373180652185,0.3573122529644269,0.015711147111025756,8.469961213270127,0.010810709545023037,0.116600790513834,253,,,ridge,price_event,rolling
0.39177942074357713,0.30916030534351147,0.015326259318422238,8.643413194987147,0.011528331034001532,0.11259541984732824,262,1088.0,1048.0,xgboost,price,static
0.34412585874890683,0.3106719367588933,0.013824188371260943,7.182562145911992,0.009910192831465258,0.116600790513834,253,,,xgboost,price,rolling
0.4033319922357707,0.3358778625954198,0.01612916746755022,9.11426147869054,0.011826668993614198,0.11259541984732824,262,1088.0,1048.0,xgboost,price_event,static
0.3467204468069344,0.3217391304347826,0.014415741510730325,7.5879460235533385,0.010428272257455027,0.116600790513834,253,,,xgboost,price_event,rolling
