date,target,forward_return,sentiment_mean,probability,threshold,test_year,model,feature_set,position,turnover,strategy_return,market_return,strategy_curve,market_curve
2015-06-29,1,0.0013161910006693756,-0.11874799999999999,0.4515449106693268,0.35,2015,xgboost,price_news,0.0,0.0,0.0,0.0013161910006693756,0.896212280754205,1.1462439300311154
2015-06-30,1,0.007854951235196639,-0.140868,0.6193246841430664,0.35,2015,xgboost,price_news,1.0,1.0,0.006854951235196639,0.007854951235196639,0.9023557722351595,1.1552476202051498
2015-07-01,0,-0.0015655435102316373,-0.258184,0.38721904158592224,0.35,2015,xgboost,price_news,0.0,1.0,-0.001,-0.0015655435102316373,0.9014534164629243,1.1534390297906272
2015-07-02,0,-0.0026243096427599477,-0.15706,0.5761355757713318,0.35,2015,xgboost,price_news,1.0,1.0,-0.0036243096427599477,-0.0026243096427599477,0.8981862701531388,1.1504120486224119
2015-07-06,1,0.00527778185120531,-0.271772,0.5101404786109924,0.35,2015,xgboost,price_news,0.0,1.0,-0.001,0.00527778185120531,0.8972880838829856,1.156483672454039
2015-07-07,0,-0.014709543543018011,-0.32156,0.5210841298103333,0.35,2015,xgboost,price_news,0.0,0.0,-0.0,-0.014709543543018011,0.8972880838829856,1.139472325517287
2015-07-08,1,0.0018954280940932655,-0.08581600000000002,0.4812402129173279,0.35,2015,xgboost,price_news,0.0,0.0,0.0,0.0018954280940932655,0.8972880838829856,1.1416321133755143
2015-07-09,1,0.012068813694017688,-0.24802000000000002,0.29229798913002014,0.35,2015,xgboost,price_news,0.0,0.0,0.0,0.012068813694017688,0.8972880838829856,1.155410258658951
2015-07-10,1,0.01223336229803218,-0.094576,0.4948600232601166,0.35,2015,xgboost,price_news,0.0,0.0,0.0,0.01223336229803218,0.8972880838829856,1.169544810955989
2015-07-13,1,0.004221923591767096,-0.17605600000000002,0.37381711602211,0.35,2015,xgboost,price_news,0.0,0.0,0.0,0.004221923591767096,0.8972880838829856,1.1744825397849927
2015-07-14,0,-0.00018889084520989918,-0.139068,0.5226244330406189,0.35,2015,xgboost,price_news,0.0,0.0,-0.0,-0.00018889084520989918,0.8972880838829856,1.1742606907853685
2015-07-15,1,0.0038825162479265707,-0.14102800000000001,0.7420281171798706,0.35,2015,xgboost,price_news,1.0,1.0,0.0028825162479265707,0.0038825162479265707,0.8998745313638493,1.1788197769966442
2015-07-16,0,-0.001865359528704147,0.004972000000000003,0.6747690439224243,0.35,2015,xgboost,price_news,1.0,0.0,-0.001865359528704147,-0.001865359528704147,0.8981959418321316,1.1766208542929986
2015-07-17,1,0.0007719003786181844,-0.21928,0.6449807286262512,0.35,2015,xgboost,price_news,1.0,0.0,0.0007719003786181844,0.0007719003786181844,0.8988892596197051,1.1775290883759173
2015-07-20,0,-0.010006463524251274,-0.112456,0.6341293454170227,0.35,2015,xgboost,price_news,1.0,0.0,-0.010006463524251274,-0.010006463524251274,0.8898945570309793,1.1657461865043388
2015-07-21,0,-0.003808744853875501,-0.12955199999999997,0.4072031080722809,0.35,2015,xgboost,price_news,0.0,1.0,-0.001,-0.003808744853875501,0.8890046624739483,1.1613061567155654
2015-07-22,0,-0.006672952738844828,-0.225364,0.5989940762519836,0.35,2015,xgboost,price_news,1.0,1.0,-0.0076729527388448284,-0.006672952738844828,0.8821833717141729,1.1535568156164728
2015-07-23,0,-0.009214491477444686,-0.206784,0.6188061833381653,0.35,2015,xgboost,price_news,1.0,0.0,-0.009214491477444686,-0.009214491477444686,0.8740545005539693,1.1429273761702265
2015-07-24,0,-0.0072823086575521945,-0.124784,0.5631273984909058,0.35,2015,xgboost,price_news,1.0,0.0,-0.0072823086575521945,-0.0072823086575521945,0.8676893658974126,1.1346042262437888
2015-07-27,1,0.010875761009038198,-0.32331200000000004,0.4419582486152649,0.35,2015,xgboost,price_news,0.0,1.0,-0.001,0.010875761009038198,0.8668216765315152,1.1469439106482608
2015-07-28,1,0.006870064793225383,-0.266944,0.5103479623794556,0.35,2015,xgboost,price_news,0.0,0.0,0.0,0.006870064793225383,0.8668216765315152,1.1548234896286098
2015-07-29,0,-0.0003047736436142534,-0.22156000000000003,0.570533037185669,0.35,2015,xgboost,price_news,1.0,1.0,-0.0013047736436142534,-0.0003047736436142534,0.8656906704542634,1.1544715298659445
