auc,balanced_accuracy,brier,n,up_share,train_rows,test_rows,model,feature_set,scheme
0.5170536685693846,0.5059876000417307,0.26231863274524647,1044,0.5613026819923371,1088.0,1044.0,logistic,price,static
0.501502823245781,0.5042348686714884,0.2624991320557042,1012,0.5612648221343873,,,logistic,price,rolling
0.5296958135237045,0.5107419109647227,0.2585663255801921,1044,0.5613026819923371,1088.0,1044.0,logistic,price_news,static
0.5190767351858901,0.5179307828955716,0.26374478491558456,1012,0.5612648221343873,,,logistic,price_news,rolling
0.5074444461004217,0.5023808814104952,0.2580130994319916,1044,0.5613026819923371,1088.0,1044.0,xgboost,price,static
0.5082258755234107,0.5069470879330034,0.275165855884552,1012,0.5612648221343873,,,xgboost,price,rolling
0.5241329716678838,0.5045009463910458,0.2563598155975342,1044,0.5613026819923371,1088.0,1044.0,xgboost,price_news,static
0.5151154675802563,0.5117370892018779,0.2736157774925232,1012,0.5612648221343873,,,xgboost,price_news,rolling
